X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.3790217,43.6687996,321009099,4556,Community Support Service,,Fife House Foundation Inc.,,,,"571 Javis Street, 2nd Floor",,,Toronto,M4Y2J1,2025/04/09 21:37:34+00,2025/04/09 14:35:42+00,2025/04/09 17:54:59+00,2367569
-79.8518215,43.3045269,321011103,S0476,Licensed Retirement Home,,Park Avenue Manor Retirement Home,,,,924 Park Avenue West,,,Burlington,L7T1N7,2025/04/09 21:33:18+00,2025/04/09 14:39:20+00,2025/04/09 17:54:59+00,2367585
-81.175965,42.7628181,321014947,7368074,Pharmacy,Retail Pharmacy,Health Centre Pharmacy,,,,230 First Avenue,,,St Thomas,N5R4P5,2025/04/09 21:29:28+00,2025/04/09 14:46:31+00,2025/04/09 17:54:59+00,2367601
-80.2160653,44.5027423,321016825,9526792,Pharmacy,Retail Pharmacy,The Drug Boutique,,,,101-28 Huron Street,,,Collingwood,L9Y1C4,2025/04/09 21:31:37+00,2025/04/09 14:50:02+00,2025/04/09 17:54:59+00,2367617
-79.0253792,43.8510258,321017786,1633,Long-Term Care Home,NH for-profit,Chartwell Ballycliffe Long Term Care Residence,,,,70 Station Street,,,Ajax,L1S1R9,2025/04/09 21:37:48+00,2025/04/09 16:42:29+00,2025/04/09 17:54:59+00,2367633
-79.2607144,43.8762581,321013357,5072716,Pharmacy,Retail Pharmacy,Main Pharmacy & Clinic.,,,,1-60 Main Street North,,,Markham,L3P1X5,2025/04/09 21:32:34+00,2025/04/09 14:43:34+00,2025/04/09 17:54:59+00,2367649
-80.3704713,43.1908166,321010013,89,Family Health Team,Main,Primacare Community Family Health Team,,,,25 Curtis Street North,Suite 201,89,Paris,N3L3V3,2025/04/09 21:35:41+00,2025/04/09 14:37:22+00,2025/04/09 17:54:59+00,2367665
-75.8665565,45.2827706,321013121,4649571,Pharmacy,Retail Pharmacy,Drugstore Pharmacy #2813,,,,760 Eagleson Road,,,Kanata,K2M0A7,2025/04/09 21:36:49+00,2025/04/09 14:43:08+00,2025/04/09 17:54:59+00,2367681
-80.2155415,43.5319104,321011313,T0285,Licensed Retirement Home,,The Village Of Arbour Trails,,,,32 Bayberry Drive,,,Guelph,N1G0C9,2025/04/09 21:34:02+00,2025/04/09 14:39:44+00,2025/04/09 17:54:59+00,2367697
-76.0379478,45.3447047,321014923,7333192,Pharmacy,Retail Pharmacy,West Carlton Drug Mart,,,,461 Donald B. Munro Drive,P.O. Box 48,,Carp,K0A1L0,2025/04/09 21:37:24+00,2025/04/09 14:46:28+00,2025/04/09 17:54:59+00,2367713
-94.5032086,49.7665461,321010037,9000000011,Midwifery Clinic,Main,Kenora Midwives,,,,35 Wolsley Avenue,Unit 2,Practice Location,Kenora,P9N0H8,2025/04/09 21:35:44+00,2025/04/09 14:37:24+00,2025/04/09 17:54:59+00,2367729
-79.3574366,43.6521113,321009382,54418,Community Health Centre,Main,Anishnawbe Health Toronto,,,,425 Cherry Street,,,Toronto,M5A0X9,2025/04/09 21:38:21+00,2025/04/09 14:36:12+00,2025/04/09 17:54:59+00,2367745
-80.0986197,43.9217914,321011201,T0073,Licensed Retirement Home,,Lord Dufferin Centre,,,,32 First Street,,,Orangeville,L9W2E1,2025/04/09 21:36:51+00,2025/04/09 14:39:31+00,2025/04/09 17:54:59+00,2367761
-79.284794,43.8648529,321016442,9176679,Pharmacy,Retail Pharmacy,Markville IDA Pharmacy,,,,8312 Mccowan Road,Unit 105-106,,Markham,L3P3J3,2025/04/09 21:31:05+00,2025/04/09 14:49:19+00,2025/04/09 17:54:59+00,2367777
-84.7701468,47.9929309,321006927,2161,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Canadian Mental Health Association (Cmha) Algoma,,,,26 St. Marie Street,,Practice Location,Wawa,P0S1K0,2025/04/09 21:32:51+00,2025/04/09 14:31:44+00,2025/04/09 17:54:59+00,2367793
-81.1411436,46.4249027,321010686,N0053,Licensed Retirement Home,,Chartwell Meadowbrook Retirement Community,,,,18 Jacobson Drive,,,Lively,P3Y1P7,2025/04/09 21:33:56+00,2025/04/09 14:38:33+00,2025/04/09 17:54:59+00,2367809
-78.9053867,43.8731414,321007813,3284,Mental Health and Addiction Organization,Mental Health Services,Alzheimer Society Of Durham Region,,,,1600 Stellar Drive,Suite: 202,Administration And Practice Location,Whitby,L1N9B2,2025/04/09 21:33:25+00,2025/04/09 14:33:22+00,2025/04/09 17:54:59+00,2367825
-77.5768944,44.0982744,321012580,3585472,Pharmacy,Retail Pharmacy,Metro Pharmacy #532,,,,53 Quinte Street,,,Trenton,K8V3S8,2025/04/09 21:35:52+00,2025/04/09 14:42:07+00,2025/04/09 17:54:59+00,2367841
-81.8702267,42.6302917,321014311,6522211,Pharmacy,Retail Pharmacy,Bothwell IDA Pharmacy,,,,231 Main Street,,,Bothwell,N0P1C0,2025/04/09 21:38:21+00,2025/04/09 14:45:20+00,2025/04/09 17:54:59+00,2367857
-79.3815945,43.6664619,321007545,3077,Mental Health and Addiction Organization,Mental Health Services,Progress Place,,,,576 Church Street,,Administration And Practice Location,Toronto,M4Y2E3,2025/04/09 21:31:08+00,2025/04/09 14:32:52+00,2025/04/09 17:54:59+00,2367873
-86.5265534,49.7785524,321007093,2388,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,North Of Superior Community Mental Health Program Corporation,,,,99 Skinner Avenue,,Practice Location,Longlac,P0T2A0,2025/04/09 21:32:14+00,2025/04/09 14:32:03+00,2025/04/09 17:54:59+00,2367889
-79.3709108,43.6476942,321017154,9736912,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1351,,,,18 Lower Jarvis Street,,,Toronto,M5E1N1,2025/04/09 21:34:41+00,2025/04/09 14:50:40+00,2025/04/09 17:54:59+00,2367905
-80.2221098,42.7946874,321007360,3000,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,87 Thompson Drive,,Practice Address,Port Dover,N0A1N4,2025/04/09 21:37:10+00,2025/04/09 14:32:32+00,2025/04/09 17:54:59+00,2367921
-78.9444216,43.8796597,321015488,8103759,Pharmacy,Retail Pharmacy,Pharmasave Dundas Centre,,,,220 Dundas Street West,,,Whitby,L1N8M7,2025/04/09 21:29:58+00,2025/04/09 14:47:31+00,2025/04/09 17:54:59+00,2367937
-79.7240999,43.6575175,321015407,80067,Pharmacy,Retail Pharmacy,Raylawson Pharmacy,,,,10-17 Ray Lawson Boulevard,,,Brampton,L6Y5L8,2025/04/09 21:35:34+00,2025/04/09 14:47:23+00,2025/04/09 17:54:59+00,2367953
-80.5931918,43.4707187,321014837,7222356,Pharmacy,Retail Pharmacy,Laurelwood Pharmasave,,,,G-645 Laurelwood Drive,,,Waterloo,N2V2W9,2025/04/09 21:37:52+00,2025/04/09 14:46:19+00,2025/04/09 17:54:59+00,2367969
-75.6864144,44.5887104,321015752,8422673,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1145,,,,126 King Street West,,,Brockville,K6V3R3,2025/04/09 21:33:07+00,2025/04/09 14:48:01+00,2025/04/09 17:54:59+00,2367985
-79.1331146,43.0893012,321014613,69516,Pharmacy,Retail Pharmacy,Orchard Grove Pharmacy,,,,8123 Lundy'South Lane,,,Niagara Falls,L2H1H3,2025/04/09 21:29:53+00,2025/04/09 14:45:54+00,2025/04/09 17:54:59+00,2368001
-80.7522959,43.1242875,321010527,999284,Seniors Active Living Centre,,South Gate Centre,South Gate Centre,,,191 Old Wellington Street South,,,Woodstock,N4S3J2,2025/04/09 21:35:07+00,2025/04/09 14:38:16+00,2025/04/09 17:54:59+00,2368017
-81.1601026,42.7761676,321012389,3190674,Pharmacy,Retail Pharmacy,Pharmasave Elgin Mall,,,,109-A-417 Wellington Street,,,St Thomas,N5R5J5,2025/04/09 21:37:45+00,2025/04/09 14:41:46+00,2025/04/09 17:54:59+00,2368033
-82.3886532,42.9849884,321012093,243472,Pharmacy,Retail Pharmacy,Medicine Shoppe #247,,,,429 Exmouth Street,,,Sarnia,N7T5P1,2025/04/09 21:32:53+00,2025/04/09 14:41:13+00,2025/04/09 17:54:59+00,2368049
-80.9775191,43.370899,321016351,9100117,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1097,,,,1-211 Ontario Street,,,Stratford,N5A3H3,2025/04/09 21:29:39+00,2025/04/09 14:49:09+00,2025/04/09 17:54:59+00,2368065
-79.5014721,43.6013781,321016138,8871633,Pharmacy,Retail Pharmacy,Lakeshore Village Pharmacy,,,,A-2835 Lakeshore Boulevard West,,,Toronto,M8V3V8,2025/04/09 21:31:52+00,2025/04/09 14:48:45+00,2025/04/09 17:54:59+00,2368081
-80.3292276,42.8402777,321017569,3607,Long-Term Care Home,NH for-profit,Cedarwood Village,,,,500 Queensway West,,,Simcoe,N3Y4R4,2025/04/09 21:37:30+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2368097
-80.2126299,43.5214834,321014492,678671,Pharmacy,Retail Pharmacy,University Square Pharmacy,,,,987 Gordon Street Unit 8,,,Guelph,N1G4W3,2025/04/09 21:34:48+00,2025/04/09 14:45:40+00,2025/04/09 17:54:59+00,2368113
-79.8668744,43.5425353,321015013,7460035,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,1280 Steeles Avenue East,,,Milton,L9T6R1,2025/04/09 21:36:37+00,2025/04/09 14:46:38+00,2025/04/09 17:54:59+00,2368129
-80.9463615,44.5743674,321009170,4638,Community Support Service,,"Community Health Services - Canadian Red Cross, Grey-Bruce Branch",,,,1450 1st Avenue West,,,Owen Sound,N4K5H1,2025/04/09 21:33:45+00,2025/04/09 14:35:49+00,2025/04/09 17:54:59+00,2368145
-80.0723479,43.9208307,321017399,9160,Hospital,Corporation,Headwaters Health Care Centre - Dufferin,,Headwaters Health Care Centre,,100 Rolling Hills Dr,,,Orangeville,L9W4X9,2025/04/09 21:31:36+00,2025/04/09 14:51:07+00,2025/04/09 17:54:59+00,2368161
-91.9174043,50.0998764,321006246,102462,HIV AIDS and Hep C Program,"HR Program, HCV Team",Sioux Lookout First Nations Health Authority,,,,61 Queen Street East,P.O. Box 1300,Practice Location,Sioux Lookout,P8T1B8,2025/04/09 21:37:31+00,2025/04/09 14:30:19+00,2025/04/09 17:54:59+00,2368177
-79.4957595,43.6775611,321014261,6444118,Pharmacy,Retail Pharmacy,Oya Pharmacy,,,,903 Jane Street,,,Toronto,M6N4C6,2025/04/09 21:34:13+00,2025/04/09 14:45:14+00,2025/04/09 17:54:59+00,2368193
-79.6625437,43.7847653,321006268,1046680,Integrated Community Health Services Centre,"General Ultrasound, Radiography",Woodbridge Mall Imaging & Cardiology Clinic,,Unity Diagnostic Centre Inc.,,3938 Cottrelle Boulevard,,,Brampton,L6P2R1,2025/04/09 21:30:38+00,2025/04/09 14:30:22+00,2025/04/09 17:54:59+00,2368209
-79.7097469,43.8637102,321009429,5655971,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",Bolton Medical Imaging,,2744267 Ontario Ltd.,,170 Mcewan Drive East,Suite 104,,Bolton,L7E4C8,2025/04/09 21:36:22+00,2025/04/09 14:36:17+00,2025/04/09 17:54:59+00,2368225
-82.4275758,49.4256006,321008608,4150,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Sensenbrenner Hospital,,,,101 Progress Crescent,,"Billing, Administration, & Practice Address",Kapuskasing,P5N3H5,2025/04/09 21:31:06+00,2025/04/09 14:34:48+00,2025/04/09 17:54:59+00,2368241
-76.1374388,45.1325977,321010780,N0270,Licensed Retirement Home,,Carleton Place Terrace By Symphony,,,,6 Arthur Street,,,Carleton Place,K7C4S4,2025/04/09 21:34:29+00,2025/04/09 14:38:43+00,2025/04/09 17:54:59+00,2368257
-79.123338,43.2268864,321012699,3861093,Pharmacy,Long Term Care Facility,Pleasant Manor Retirement Vill,,,,1743 Four Mile Creek Road,P.O. Box 350,,Virgil,L0S1T0,2025/04/09 21:34:24+00,2025/04/09 14:42:21+00,2025/04/09 17:54:59+00,2368273
-80.9946363,46.4910377,321009423,5623,Licensed Lab and Specimen Collection Centre,Community (Private) Lab Location,Lifelabs,,,,65 Larch Street,,"Billing, Administration, & Practice Address",Sudbury,P3E1B8,2025/04/09 21:38:23+00,2025/04/09 14:36:16+00,2025/04/09 17:54:59+00,2368289
-80.5288054,43.4313846,321011209,T0088,Licensed Retirement Home,,Chartwell Bankside Retirement Residence,,,,71 Bankside Drive,,,Kitchener,N2N3L1,2025/04/09 21:37:20+00,2025/04/09 14:39:32+00,2025/04/09 17:54:59+00,2368305
-79.8666892,43.2608825,321012724,3926158,Pharmacy,Retail Pharmacy,Cannon Pharmacy,,,,3-15 Cannon Street,,,Hamilton,L8L1Z6,2025/04/09 21:31:14+00,2025/04/09 14:42:24+00,2025/04/09 17:54:59+00,2368321
-79.4780242,43.6509728,321016805,9517392,Pharmacy,Retail Pharmacy,Bloor West Pharmacy,,,,2262 Bloor Street West,,,Toronto,M6S1N9,2025/04/09 21:32:46+00,2025/04/09 14:50:00+00,2025/04/09 17:54:59+00,2368337
-76.2657382,44.9058254,321009477,5837,Mental Health and Addiction Organization,Mental Health Services,Open Doors For Lanark Children And Youth,,,,123-40 Sunset Boulevard,,Practice Location,Perth,K7H2Y4,2025/04/09 21:33:45+00,2025/04/09 14:36:22+00,2025/04/09 17:54:59+00,2368353
-79.5190779,43.7564206,321011544,1200275,Pharmacy,Retail Pharmacy,Pharmacia Drugs,,,,1995 Finch Avenue West,,,Downsview,M3N2V3,2025/04/09 21:30:26+00,2025/04/09 14:40:10+00,2025/04/09 17:54:59+00,2368369
-79.8305898999999,43.2254427,321015688,8348111,Pharmacy,Retail Pharmacy,Chafford Pharmacy Inc,,,,1-1104 Fennell Avenue East,,,Hamilton,L8T1R9,2025/04/09 21:33:37+00,2025/04/09 14:47:54+00,2025/04/09 17:54:59+00,2368385
-79.5011741,43.8632504,321009624,6479726,Integrated Community Health Services Centre,"General Ultrasound, Radiography",Humber Valley Imaging Vaughan,,Humber Valley Ultrasound Inc.,,191 Mcnaughton Road East,Suite 402,,Maple,L6A4E2,2025/04/09 21:30:07+00,2025/04/09 14:36:38+00,2025/04/09 17:54:59+00,2368401
-80.4696071,43.4434544,321009613,6428,Mental Health and Addiction Organization,Mental Health Services,Canadian Hearing Services,,,,120 Ottawa Street North,Suite: 200,Practice Location,Kitchener,N2H3K5,2025/04/09 21:35:24+00,2025/04/09 14:36:37+00,2025/04/09 17:54:59+00,2368417
-80.7227777,42.8653992,321009060,4512,Community Support Service,,Tillsonburg And District Multi-Service Centre,,,,96 Tillson Avenue,,,Tillsonburg,N4G3A1,2025/04/09 21:38:10+00,2025/04/09 14:35:37+00,2025/04/09 17:54:59+00,2368433
-79.3892522,43.6594405,321008788,4269,Licensed Lab and Specimen Collection Centre,Licensed Public Health Lab Location,Ontario Agency For Health Protection And Promotion - Toronto Public Health Laboratory,,,,661 University Avenue,,"Billing, Administration, & Practice Address",Toronto,M5G1M1,2025/04/09 21:33:03+00,2025/04/09 14:35:08+00,2025/04/09 17:54:59+00,2368449
-79.4821248,43.8594651,321011224,T0109,Licensed Retirement Home,,Chartwell Valley Vista Retirement Residence,,,,600 Valley Vista Drive,,,Vaughan,L6A4H2,2025/04/09 21:30:44+00,2025/04/09 14:39:34+00,2025/04/09 17:54:59+00,2368465
-79.7836125,43.7051417,321014986,742593,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,50 Quarry Edge Drive,,,Brampton,L6V4K2,2025/04/09 21:32:16+00,2025/04/09 14:46:35+00,2025/04/09 17:54:59+00,2368481
-78.3191011,44.3063692,321007290,2804,Mental Health and Addiction Organization,Mental Health Services,"Canadian Mental Health Association (Cmha) Haliburton, Kawartha, Pine Ridge",,,,415 Water Street,,Administration And Practice Location,Peterborough,K9H3L9,2025/04/09 21:37:05+00,2025/04/09 14:32:24+00,2025/04/09 17:54:59+00,2368497
-74.7143491,45.0251011,321007561,30861,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,"L'Équipe D'Hygiène Mentale Pour Francophones De Stormont, Dundas Et Glengarry",,,,610 Mcconnell Avenue,,Administration And Practice Location,Cornwall,K6H4M1,2025/04/09 21:30:09+00,2025/04/09 14:32:54+00,2025/04/09 17:54:59+00,2368513
-79.3173018,43.6965564,321016716,9411273,Pharmacy,Retail Pharmacy,Woodbine Heights Pharmacy,,,,1349 Woodbine Avenue,,,East York,M4C4G4,2025/04/09 21:35:35+00,2025/04/09 14:49:50+00,2025/04/09 17:54:59+00,2368529
-79.3612315,43.6600506,321008291,3919,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,St. Michael's Hospital - Sumac Creek,,,,73 Reagent Park Boulevard,,Practice Address,Toronto,M5A2B7,2025/04/09 21:37:59+00,2025/04/09 14:34:14+00,2025/04/09 17:54:59+00,2368545
-75.7122156,45.4054477,321013790,5764755,Pharmacy,Retail Pharmacy,Preston Medical Pharmacy,,,,225 Preston Street,,,Ottawa,K1R7R1,2025/04/09 21:33:24+00,2025/04/09 14:44:22+00,2025/04/09 17:54:59+00,2368561
-80.616368,51.2489873,321007645,31223,Mental Health and Addiction Organization,Mental Health Services,Weeneebayko Area Health Authority,,,,19 Hospital Drive,,Practice Location,Moose Factory,P0L1W0,2025/04/09 21:35:26+00,2025/04/09 14:33:03+00,2025/04/09 17:54:59+00,2368577
-82.1882842,42.3985336,321012675,3796878,Pharmacy,Retail Pharmacy,Richmond Pharmacy,,,,141 Richmond Street,,,Chatham,N7M1P1,2025/04/09 21:32:29+00,2025/04/09 14:42:18+00,2025/04/09 17:54:59+00,2368593
-77.0844559,45.8208913,321014033,6116437,Pharmacy,Retail Pharmacy,Rexall,,,,1100 Pembroke Street East,,,Pembroke,K8A6Y7,2025/04/09 21:37:23+00,2025/04/09 14:44:49+00,2025/04/09 17:54:59+00,2368609
-79.0444625,43.8771019,321017903,4370,Long-Term Care Home,NH for-profit,Winbourne Park,,,,1020 Westney Road North,,,Ajax,L1T4K6,2025/04/09 21:29:29+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2368625
-79.5882668,43.6787852,321007929,3458,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,37 Voyager Court North,,Practice Address,Etobicoke,M9W4Y2,2025/04/09 21:38:04+00,2025/04/09 14:33:35+00,2025/04/09 17:54:59+00,2368641
-79.4041395,43.7354229,321014668,701636,Pharmacy,Retail Pharmacy,Loblaw Pharmacy #1194,,,,3501 Yonge Street,,,North York,M4N2N5,2025/04/09 21:32:05+00,2025/04/09 14:46:00+00,2025/04/09 17:54:59+00,2368657
-79.744142,43.4149562,321006979,2236,Public Health Unit Office,,Halton Region Health Department,Bureau De Santé De La Région De Halton,,,1151 Bronte Road,,Administrative Office,Oakville,L6M3L1,2025/04/09 21:37:48+00,2025/04/09 14:31:50+00,2025/04/09 17:54:59+00,2368673
-80.6463846,44.3157762,321008185,3817,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (Cmha) Grey Bruce,,,,55 Victoria Avenue,,Practice Location,Markdale,N0C1H0,2025/04/09 21:33:14+00,2025/04/09 14:34:03+00,2025/04/09 17:54:59+00,2368689
-79.0243064,43.8590922,321015077,7533715,Pharmacy,Retail Pharmacy,Harwood Medical Pharmacy,,,,19 Harwood Avenue South,,,Ajax,L1S2B9,2025/04/09 21:34:08+00,2025/04/09 14:46:46+00,2025/04/09 17:54:59+00,2368705
-79.4330525,43.6407328,321010524,999281,Seniors Active Living Centre,,Sistering- On The Path - Outreach,Sistering- On The Path - Outreach,,,220 Cowan Avenue,,,Toronto,M6K2N6,2025/04/09 21:36:43+00,2025/04/09 14:38:16+00,2025/04/09 17:54:59+00,2368721
-83.0269716,42.2980703,321016203,8946518,Pharmacy,Retail Pharmacy,Medical Centre Pharmacy,,,,110-1591 Ouellette Avenue,,,Windsor,N8X1K5,2025/04/09 21:31:45+00,2025/04/09 14:48:52+00,2025/04/09 17:54:59+00,2368737
-79.4735491,44.0337994,321009611,6424,Mental Health and Addiction Organization,Mental Health Services,Canadian Hearing Services,,,,16635 Yonge Street,Suite: 9,Practice Location,Newmarket,L3X1V6,2025/04/09 21:34:55+00,2025/04/09 14:36:36+00,2025/04/09 17:54:59+00,2368753
-82.9961529,42.3025892,321015322,7878790,Pharmacy,Retail Pharmacy,Aegis Pharmacy,,,,1883 Turner Road,,,Windsor,N8W3K2,2025/04/09 21:34:22+00,2025/04/09 14:47:13+00,2025/04/09 17:54:59+00,2368769
-79.2763844999999,43.7487356,321008007,3627,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Dynacare,,,,2251 Lawrence Avenue East,,Practice Address,Scarborough,M1P2P5,2025/04/09 21:30:56+00,2025/04/09 14:33:43+00,2025/04/09 17:54:59+00,2368785
-80.9959092,43.3689149,321008493,4089,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Huron Perth Healthcare Alliance - Stratford Site,,,,46 General Hospital Drive,,"Billing, Administration, & Practice Address",Stratford,N5A2Y6,2025/04/09 21:36:25+00,2025/04/09 14:34:36+00,2025/04/09 17:54:59+00,2368801
-79.252403,42.8998822,321006478,13923,Mental Health and Addiction Organization,Mental Health Services,Oak Centre Alternative Community Support,,,,209 Main Street West,,Practice Location,Port Colborne,L3K3V7,2025/04/09 21:35:28+00,2025/04/09 14:30:51+00,2025/04/09 17:54:59+00,2368817
-75.2160605,45.510531,321017784,2796,Long-Term Care Home,NH non-profit,Centre d'Accueil Roger Seguin,,,,435 Lemay Street,,,Clarence Creek,K0A1N0,2025/04/09 21:37:59+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2368833
-79.3576397,43.6807205,321015497,8111116,Pharmacy,Retail Pharmacy,Pharmacare Drug Mart,,,,891 Broadview Avenue,,,Toronto,M4K2P9,2025/04/09 21:33:04+00,2025/04/09 14:47:33+00,2025/04/09 17:54:59+00,2368849
-80.3152157,43.3648902,321016519,924432,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1091,,,,137 Water Street North,,,Cambridge,N1R3B8,2025/04/09 21:30:57+00,2025/04/09 14:49:28+00,2025/04/09 17:54:59+00,2368865
-79.765568,43.2311662,321011989,2161895,Pharmacy,Retail Pharmacy,Loblaw Pharmacy #4070,,,,75 Centennial Parkway North,,,Hamilton,L8E2P2,2025/04/09 21:32:28+00,2025/04/09 14:41:01+00,2025/04/09 17:54:59+00,2368881
-76.5226242,44.2205736,321007750,3176,Mental Health and Addiction Organization,Mental Health Services,Providence Care,,,,752 King Street West,,Administration And Practice Location,Kingston,K7L4X3,2025/04/09 21:37:14+00,2025/04/09 14:33:16+00,2025/04/09 17:54:59+00,2368897
-83.4150782,47.8402218,321017496,6270,Hospital,Corporation,Chapleau Health Services,,Services De Sante De Chapleau  Health Services,,6 Broomhead Road,,,Chapleau,P0M1K0,2025/04/09 21:30:16+00,2025/04/09 14:51:18+00,2025/04/09 17:54:59+00,2368913
-80.0737899,44.4730709,321015493,8108772,Pharmacy,Retail Pharmacy,Drugstore Pharmacy #512,,,,25 45th Street South,,,Wasaga Beach,L9Z1A7,2025/04/09 21:38:05+00,2025/04/09 14:47:32+00,2025/04/09 17:54:59+00,2368929
-77.417737,45.5511015,321006859,204A,Family Health Team,Satellite,Madawaska Valley Family Health Team,,,,45 Mill Street,,204,Killaloe,K0J2A0,2025/04/09 21:35:18+00,2025/04/09 14:31:37+00,2025/04/09 17:54:59+00,2368945
-79.8711444,43.258611,321016437,9171790,Pharmacy,Retail Pharmacy,Healthmax Pharmacy,,,,262-2 King Street West,,,Hamilton,L8P1A1,2025/04/09 21:37:39+00,2025/04/09 14:49:19+00,2025/04/09 17:54:59+00,2368961
-79.1987027,43.8013127,321006329,1134842,Integrated Community Health Services Centre,"General Ultrasound, Radiography",Toronto East X-Ray And Ultrasound,,8909750 Canada Inc.,,1145 Morningside Avenue,Unit 12,,Scarborough,M1B0A7,2025/04/09 21:36:03+00,2025/04/09 14:30:29+00,2025/04/09 17:54:59+00,2368977
